origen;direccion;dia;hora
14;19;1;192200
14;19;1;193400
14;19;1;194600
14;19;1;195800
14;19;1;201000
14;19;1;202200
14;19;1;203400
14;19;1;204600
14;19;1;205800
14;19;1;211000
14;19;1;212200
14;19;1;213400
14;19;1;214600
14;19;1;215800
14;19;1;221000
14;19;1;222200
14;19;1;223400
14;19;1;224600
14;19;1;225800
14;19;2;93400
14;19;2;95200
14;19;2;101000
14;19;2;102800
14;19;2;104600
14;19;2;110400
14;19;2;112200
14;19;2;114000
14;19;2;115800
14;19;2;121600
14;19;2;123400
14;19;2;125200
14;19;2;131000
14;19;2;132800
14;19;2;134600
14;19;2;140400
14;19;2;142200
14;19;2;144000
14;19;2;145800
14;19;2;151600
14;19;2;153400
14;19;2;155200
14;19;2;161000
14;19;2;162800
14;19;2;164600
14;19;2;170400
14;19;2;172200
14;19;2;174000
14;19;2;175800
14;19;2;181600
14;19;2;183400
14;19;2;185200
14;19;2;191000
14;19;2;192800
14;19;2;194600
14;19;2;200400
14;19;2;202200
14;19;2;204000
14;19;2;205800
14;19;2;211600
14;19;2;213400
14;19;2;215200
14;19;2;221000
14;19;2;222800
14;19;2;224600
15;0;0;64400
15;0;0;65600
15;0;0;70800
15;0;0;71400
15;0;0;72000
15;0;0;72600
15;0;0;73200
15;0;0;73800
15;0;0;74400
15;0;0;75000
15;0;0;75600
15;0;0;80200
15;0;0;80800
15;0;0;81400
15;0;0;82000
15;0;0;82600
15;0;0;83200
15;0;0;83800
15;0;0;84400
15;0;0;85000
15;0;0;85600
15;0;0;90200
15;0;0;90800
15;0;0;91800
15;0;0;93000
15;0;0;94200
15;0;0;95400
15;0;0;100600
15;0;0;101800
15;0;0;103000
15;0;0;104200
15;0;0;105400
15;0;0;110600
15;0;0;111800
15;0;0;113000
15;0;0;114200
15;0;0;115400
15;0;0;120600
15;0;0;121800
15;0;0;123000
15;0;0;124200
15;0;0;125400
15;0;0;130600
15;0;0;131800
15;0;0;133000
15;0;0;134200
15;0;0;135400
15;0;0;140600
15;0;0;141800
15;0;0;143000
15;0;0;144200
15;0;0;145400
15;0;0;150600
15;0;0;151800
15;0;0;153000
15;0;0;154200
15;0;0;155400
15;0;0;160600
15;0;0;161800
15;0;0;163000
15;0;0;164200
15;0;0;165400
15;0;0;170800
15;0;0;171400
15;0;0;172000
15;0;0;172600
15;0;0;173200
15;0;0;173800
15;0;0;174400
15;0;0;175000
15;0;0;175600
15;0;0;180200
15;0;0;180800
15;0;0;181400
15;0;0;182000
15;0;0;182600
15;0;0;183200
15;0;0;183800
15;0;0;184400
15;0;0;185000
15;0;0;185600
15;0;0;190600
15;0;0;191800
15;0;0;193000
15;0;0;194200
15;0;0;195400
15;0;0;200600
15;0;0;201800
15;0;0;203000
15;0;0;204200
15;0;0;205400
15;0;0;210600
15;0;0;211800
15;0;0;213000
15;0;0;214200
15;0;0;215400
15;0;0;221100
15;0;0;222900
15;0;1;81400
15;0;1;82600
15;0;1;83800
15;0;1;85000
15;0;1;90200
15;0;1;91400
15;0;1;92600
15;0;1;93800
15;0;1;95000
15;0;1;100200
15;0;1;101400
15;0;1;102600
15;0;1;103800
15;0;1;105000
15;0;1;110200
15;0;1;111400
15;0;1;112600
15;0;1;113800
15;0;1;115000
15;0;1;120200
15;0;1;121400
15;0;1;122600
15;0;1;123800
15;0;1;125000
15;0;1;130200
15;0;1;131400
15;0;1;132600
15;0;1;133800
15;0;1;135000
15;0;1;140200
15;0;1;141400
15;0;1;142600
15;0;1;143800
15;0;1;145000
15;0;1;150200
15;0;1;151400
15;0;1;152600
15;0;1;153800
15;0;1;155000
15;0;1;160200
15;0;1;161400
15;0;1;162600
15;0;1;163800
15;0;1;165000
15;0;1;170200
15;0;1;171400
15;0;1;172600
15;0;1;173800
15;0;1;175000
15;0;1;180200
15;0;1;181400
15;0;1;182600
15;0;1;183800
15;0;1;185000
15;0;1;190200
15;0;1;191400
15;0;1;192600
15;0;1;193800
15;0;1;195000
15;0;1;200200
15;0;1;201400
15;0;1;202600
15;0;1;203800
15;0;1;205000
15;0;1;210200
15;0;1;211400
15;0;1;212600
15;0;1;213800
15;0;1;215000
15;0;1;220200
15;0;1;222000
15;0;2;81400
15;0;2;83200
15;0;2;85000
15;0;2;90800
15;0;2;92600
15;0;2;94400
15;0;2;100200
15;0;2;102000
15;0;2;103800
15;0;2;105600
15;0;2;111400
15;0;2;113200
15;0;2;115000
15;0;2;120800
15;0;2;122600
15;0;2;124400
15;0;2;130200
15;0;2;132000
15;0;2;133800
15;0;2;135600
15;0;2;141400
15;0;2;143200
15;0;2;145000
15;0;2;150800
15;0;2;152600
15;0;2;154400
15;0;2;160200
15;0;2;162000
15;0;2;163800
15;0;2;165600
15;0;2;171400
15;0;2;173200
15;0;2;175000
15;0;2;180800
15;0;2;182600
15;0;2;184400
15;0;2;190200
15;0;2;192000
15;0;2;193800
15;0;2;195600
15;0;2;201400
15;0;2;203200
15;0;2;205000
15;0;2;210800
15;0;2;212600
15;0;2;214400
15;0;2;220200
15;0;2;222000
15;19;0;73600
15;19;0;75000
15;19;0;80400
15;17;0;81000
15;19;0;81600
15;17;0;82200
15;19;0;82800
15;17;0;83400
15;19;0;84000
15;17;0;84600
15;19;0;85200
15;17;0;85800
15;19;0;90400
15;17;0;91000
15;19;0;91600
15;17;0;92200
15;19;0;92800
15;17;0;93400
15;19;0;94000
15;19;0;95200
15;19;0;100400
15;19;0;101600
15;19;0;102800
15;19;0;104000
15;19;0;105200
15;19;0;110400
15;19;0;111600
15;19;0;112800
15;19;0;114000
15;19;0;115200
15;19;0;120400
15;19;0;121600
15;19;0;122800
15;19;0;124000
15;19;0;125200
15;19;0;130400
15;19;0;131600
15;19;0;132800
15;19;0;134000
15;19;0;135200
15;19;0;140400
15;19;0;141600
15;19;0;142800
15;19;0;144000
15;19;0;145200
15;19;0;150400
15;19;0;151600
15;19;0;152800
15;19;0;154000
15;19;0;155200
15;19;0;160400
15;19;0;161600
15;19;0;162800
15;19;0;164000
15;19;0;165200
15;19;0;170400
15;19;0;171600
15;19;0;172800
15;19;0;174000
15;19;0;175200
15;19;0;180400
15;19;0;181600
15;17;0;182200
15;19;0;182800
15;17;0;183400
15;19;0;184000
15;17;0;184600
15;19;0;185200
15;17;0;185800
15;19;0;190400
15;17;0;191000
15;19;0;191600
15;17;0;192200
15;19;0;192800
15;17;0;193400
15;19;0;194000
15;17;0;194600
15;19;0;195200
15;17;0;195800
15;19;0;200400
15;19;0;201600
15;19;0;202800
15;19;0;204000
15;19;0;205200
15;19;0;210400
15;19;0;211600
15;19;0;212800
15;19;0;214000
15;19;0;215200
15;19;0;220400
15;19;0;221600
15;19;0;222800
15;19;0;224000
15;19;0;225200
15;19;0;230500
15;19;1;93600
15;19;1;94800
15;19;1;100000
15;19;1;101200
15;19;1;102400
15;19;1;103600
15;19;1;104800
15;19;1;110000
15;19;1;111200
15;19;1;112400
15;19;1;113600
15;19;1;114800
15;19;1;120000
15;19;1;121200
15;19;1;122400
15;19;1;123600
15;19;1;124800
15;19;1;130000
15;19;1;131200
15;19;1;132400
15;19;1;133600
15;19;1;134800
15;19;1;140000
15;19;1;141200
15;19;1;142400
15;19;1;143600
15;19;1;144800
15;19;1;150000
15;19;1;151200
15;19;1;152400
15;19;1;153600
15;19;1;154800
15;19;1;160000
15;19;1;161200
15;19;1;162400
15;19;1;163600
15;19;1;164800
15;19;1;170000
15;19;1;171200
15;19;1;172400
15;19;1;173600
15;19;1;174800
15;19;1;180000
15;19;1;181200
15;19;1;182400
15;19;1;183600
15;19;1;184800
15;19;1;190000
15;19;1;191200
15;19;1;192400
15;19;1;193600
15;19;1;194800
15;19;1;200000
15;19;1;201200
15;19;1;202400
15;19;1;203600
15;19;1;204800
15;19;1;210000
15;19;1;211200
15;19;1;212400
15;19;1;213600
15;19;1;214800
15;19;1;220000
15;19;1;221200
15;19;1;222400
15;19;1;223600
15;19;1;224800
15;19;1;230000
15;19;2;93600
15;19;2;95400
15;19;2;101200
15;19;2;103000
15;19;2;104800
15;19;2;110600
15;19;2;112400
15;19;2;114200
15;19;2;120000
15;19;2;121800
15;19;2;123600
15;19;2;125400
15;19;2;131200
15;19;2;133000
15;19;2;134800
15;19;2;140600
15;19;2;142400
15;19;2;144200
15;19;2;150000
15;19;2;151800
15;19;2;153600
15;19;2;155400
15;19;2;161200
15;19;2;163000
15;19;2;164800
15;19;2;170600
15;19;2;172400
15;19;2;174200
15;19;2;180000
15;19;2;181800
15;19;2;183600
15;19;2;185400
15;19;2;191200
15;19;2;193000
15;19;2;194800
15;19;2;200600
15;19;2;202400
15;19;2;204200
15;19;2;210000
15;19;2;211800
15;19;2;213600
15;19;2;215400
15;19;2;221200
15;19;2;223000
15;19;2;224800
16;0;0;64200
16;0;0;65400
16;0;0;70600
16;0;0;71200
16;0;0;71800
16;0;0;72400
16;0;0;73000
16;0;0;73600
16;0;0;74200
16;0;0;74800
16;0;0;75400
16;0;0;80000
16;0;0;80600
16;0;0;81200
16;0;0;81800
16;0;0;82400
16;0;0;83000
16;0;0;83600
16;0;0;84200
16;0;0;84800
16;0;0;85400
16;0;0;90000
16;0;0;90600
16;0;0;91600
16;0;0;92800
16;0;0;94000
16;0;0;95200
16;0;0;100400
16;0;0;101600
16;0;0;102800
16;0;0;104000
16;0;0;105200
16;0;0;110400
16;0;0;111600
16;0;0;112800
16;0;0;114000
16;0;0;115200
16;0;0;120400
16;0;0;121600
16;0;0;122800
16;0;0;124000
16;0;0;125200
16;0;0;130400
16;0;0;131600
16;0;0;132800
16;0;0;134000
16;0;0;135200
16;0;0;140400
16;0;0;141600
16;0;0;142800
16;0;0;144000
16;0;0;145200
16;0;0;150400
16;0;0;151600
16;0;0;152800
16;0;0;154000
16;0;0;155200
16;0;0;160400
16;0;0;161600
16;0;0;162800
16;0;0;164000
16;0;0;165200
16;0;0;170600
16;0;0;171200
16;0;0;171800
16;0;0;172400
16;0;0;173000
16;0;0;173600
16;0;0;174200
16;0;0;174800
16;0;0;175400
16;0;0;180000
16;0;0;180600
16;0;0;181200
16;0;0;181800
16;0;0;182400
16;0;0;183000
16;0;0;183600
16;0;0;184200
16;0;0;184800
16;0;0;185400
16;0;0;190400
16;0;0;191600
16;0;0;192800
16;0;0;194000
16;0;0;195200
16;0;0;200400
16;0;0;201600
16;0;0;202800
16;0;0;204000
16;0;0;205200
16;0;0;210400
16;0;0;211600
16;0;0;212800
16;0;0;214000
16;0;0;215200
16;0;0;220900
16;0;0;222700
16;0;1;81200
16;0;1;82400
16;0;1;83600
16;0;1;84800
16;0;1;90000
16;0;1;91200
16;0;1;92400
16;0;1;93600
16;0;1;94800
16;0;1;100000
16;0;1;101200
16;0;1;102400
16;0;1;103600
16;0;1;104800
16;0;1;110000
16;0;1;111200
16;0;1;112400
16;0;1;113600
16;0;1;114800
16;0;1;120000
16;0;1;121200
16;0;1;122400
16;0;1;123600
16;0;1;124800
16;0;1;130000
16;0;1;131200
16;0;1;132400
16;0;1;133600
16;0;1;134800
16;0;1;140000
16;0;1;141200
16;0;1;142400
16;0;1;143600
16;0;1;144800
16;0;1;150000
16;0;1;151200
16;0;1;152400
16;0;1;153600
16;0;1;154800
16;0;1;160000
16;0;1;161200
16;0;1;162400
16;0;1;163600
16;0;1;164800
16;0;1;170000
16;0;1;171200
16;0;1;172400
16;0;1;173600
16;0;1;174800
16;0;1;180000
16;0;1;181200
16;0;1;182400
16;0;1;183600
16;0;1;184800
16;0;1;190000
16;0;1;191200
16;0;1;192400
16;0;1;193600
16;0;1;194800
16;0;1;200000
16;0;1;201200
16;0;1;202400
16;0;1;203600
16;0;1;204800
16;0;1;210000
16;0;1;211200
16;0;1;212400
16;0;1;213600
16;0;1;214800
16;0;1;220000
16;0;1;221800
16;0;2;81200
16;0;2;83000
16;0;2;84800
16;0;2;90600
16;0;2;92400
16;0;2;94200
16;0;2;100000
16;0;2;101800
16;0;2;103600
16;0;2;105400
16;0;2;111200
16;0;2;113000
16;0;2;114800
16;0;2;120600
16;0;2;122400
16;0;2;124200
16;0;2;130000
16;0;2;131800
16;0;2;133600
16;0;2;135400
16;0;2;141200
16;0;2;143000
16;0;2;144800
16;0;2;150600
16;0;2;152400
16;0;2;154200
16;0;2;160000
16;0;2;161800
16;0;2;163600
16;0;2;165400
16;0;2;171200
16;0;2;173000
16;0;2;174800
16;0;2;180600
16;0;2;182400
16;0;2;184200
16;0;2;190000
16;0;2;191800
16;0;2;193600
16;0;2;195400
16;0;2;201200
16;0;2;203000
16;0;2;204800
16;0;2;210600
16;0;2;212400
16;0;2;214200
16;0;2;220000
16;0;2;221800
16;19;0;73800
16;19;0;75200
16;19;0;80600
16;17;0;81200
16;19;0;81800
16;17;0;82400
16;19;0;83000
16;17;0;83600
16;19;0;84200
16;17;0;84800
16;19;0;85400
16;17;0;90000
16;19;0;90600
16;17;0;91200
16;19;0;91800
16;17;0;92400
16;19;0;93000
16;17;0;93600
16;19;0;94200
16;19;0;95400
16;19;0;100600
16;19;0;101800
16;19;0;103000
16;19;0;104200
16;19;0;105400
16;19;0;110600
16;19;0;111800
16;19;0;113000
16;19;0;114200
16;19;0;115400
16;19;0;120600
16;19;0;121800
16;19;0;123000
16;19;0;124200
16;19;0;125400
16;19;0;130600
16;19;0;131800
16;19;0;133000
16;19;0;134200
16;19;0;135400
16;19;0;140600
16;19;0;141800
16;19;0;143000
16;19;0;144200
16;19;0;145400
16;19;0;150600
16;19;0;151800
16;19;0;153000
16;19;0;154200
16;19;0;155400
16;19;0;160600
16;19;0;161800
16;19;0;163000
16;19;0;164200
16;19;0;165400
16;19;0;170600
16;19;0;171800
16;19;0;173000
16;19;0;174200
16;19;0;175400
16;19;0;180600
16;19;0;181800
16;17;0;182400
16;19;0;183000
16;17;0;183600
16;19;0;184200
16;17;0;184800
16;19;0;185400
16;17;0;190000
16;19;0;190600
16;17;0;191200
16;19;0;191800
16;17;0;192400
16;19;0;193000
16;17;0;193600
16;19;0;194200
16;17;0;194800
16;19;0;195400
16;17;0;200000
16;19;0;200600
16;19;0;201800
16;19;0;203000
16;19;0;204200
16;19;0;205400
16;19;0;210600
16;19;0;211800
16;19;0;213000
16;19;0;214200
16;19;0;215400
16;19;0;220600
16;19;0;221800
16;19;0;223000
16;19;0;224200
16;19;0;225400
16;19;0;230700
16;19;1;93800
16;19;1;95000
16;19;1;100200
16;19;1;101400
16;19;1;102600
16;19;1;103800
16;19;1;105000
16;19;1;110200
16;19;1;111400
16;19;1;112600
16;19;1;113800
16;19;1;115000
16;19;1;120200
16;19;1;121400
16;19;1;122600
16;19;1;123800
16;19;1;125000
16;19;1;130200
16;19;1;131400
16;19;1;132600
16;19;1;133800
16;19;1;135000
16;19;1;140200
16;19;1;141400
16;19;1;142600
16;19;1;143800
16;19;1;145000
16;19;1;150200
16;19;1;151400
16;19;1;152600
16;19;1;153800
16;19;1;155000
16;19;1;160200
16;19;1;161400
16;19;1;162600
16;19;1;163800
16;19;1;165000
16;19;1;170200
16;19;1;171400
16;19;1;172600
16;19;1;173800
16;19;1;175000
16;19;1;180200
16;19;1;181400
16;19;1;182600
16;19;1;183800
16;19;1;185000
16;19;1;190200
16;19;1;191400
16;19;1;192600
16;19;1;193800
16;19;1;195000
16;19;1;200200
16;19;1;201400
16;19;1;202600
16;19;1;203800
16;19;1;205000
16;19;1;210200
16;19;1;211400
16;19;1;212600
16;19;1;213800
16;19;1;215000
16;19;1;220200
16;19;1;221400
16;19;1;222600
16;19;1;223800
16;19;1;225000
16;19;1;230200
16;19;2;93800
16;19;2;95600
16;19;2;101400
16;19;2;103200
16;19;2;105000
16;19;2;110800
16;19;2;112600
16;19;2;114400
16;19;2;120200
16;19;2;122000
16;19;2;123800
16;19;2;125600
16;19;2;131400
16;19;2;133200
16;19;2;135000
16;19;2;140800
16;19;2;142600
16;19;2;144400
16;19;2;150200
16;19;2;152000
16;19;2;153800
16;19;2;155600
16;19;2;161400
16;19;2;163200
16;19;2;165000
16;19;2;170800
16;19;2;172600
16;19;2;174400
16;19;2;180200
16;19;2;182000
16;19;2;183800
16;19;2;185600
16;19;2;191400
16;19;2;193200
16;19;2;195000
16;19;2;200800
16;19;2;202600
16;19;2;204400
16;19;2;210200
16;19;2;212000
16;19;2;213800
16;19;2;215600
16;19;2;221400
16;19;2;223200
16;19;2;225000
18;0;0;63900
18;0;0;65100
18;0;0;70300
18;0;0;71500
18;0;0;72700
18;0;0;73900
18;0;0;75100
18;0;0;80300
18;0;0;81500
18;0;0;82700
18;0;0;83900
18;0;0;85100
18;0;0;90300
18;0;0;91300
18;0;0;92500
18;0;0;93700
18;0;0;94900
18;0;0;100100
18;0;0;101300
18;0;0;102500
18;0;0;103700
18;0;0;104900
18;0;0;110100
18;0;0;111300
18;0;0;112500
18;0;0;113700
18;0;0;114900
18;0;0;120100
18;0;0;121300
18;0;0;122500
18;0;0;123700
18;0;0;124900
18;0;0;130100
18;0;0;131300
18;0;0;132500
18;0;0;133700
18;0;0;134900
18;0;0;140100
18;0;0;141300
18;0;0;142500
18;0;0;143700
18;0;0;144900
18;0;0;150100
18;0;0;151300
18;0;0;152500
18;0;0;153700
18;0;0;154900
18;0;0;160100
18;0;0;161300
18;0;0;162500
18;0;0;163700
18;0;0;164900
18;0;0;170300
18;0;0;171500
18;0;0;172700
18;0;0;173900
18;0;0;175100
18;0;0;180300
18;0;0;181500
18;0;0;182700
18;0;0;183900
18;0;0;185100
18;0;0;190100
18;0;0;191300
18;0;0;192500
18;0;0;193700
18;0;0;194900
18;0;0;200100
18;0;0;201300
18;0;0;202500
18;0;0;203700
18;0;0;204900
18;0;0;210100
18;0;0;211300
18;0;0;213700
18;0;0;214900
18;0;0;220600
18;0;0;222400
18;0;1;80900
18;0;1;82100
18;0;1;83300
18;0;1;84500
18;0;1;85700
18;0;1;90900
18;0;1;92100
18;0;1;93300
18;0;1;94500
18;0;1;95700
18;0;1;100900
18;0;1;102100
18;0;1;103300
18;0;1;104500
18;0;1;105700
18;0;1;110900
18;0;1;112100
18;0;1;113300
18;0;1;114500
18;0;1;115700
18;0;1;120900
18;0;1;122100
18;0;1;123300
18;0;1;124500
18;0;1;125700
18;0;1;130900
18;0;1;132100
18;0;1;133300
18;0;1;134500
18;0;1;135700
18;0;1;140900
18;0;1;142100
18;0;1;143300
18;0;1;144500
18;0;1;145700
18;0;1;150900
18;0;1;152100
18;0;1;153300
18;0;1;154500
18;0;1;155700
18;0;1;160900
18;0;1;162100
18;0;1;163300
18;0;1;164500
18;0;1;165700
18;0;1;170900
18;0;1;172100
18;0;1;173300
18;0;1;174500
18;0;1;175700
18;0;1;180900
18;0;1;182100
18;0;1;183300
18;0;1;184500
18;0;1;185700
18;0;1;190900
18;0;1;192100
18;0;1;193300
18;0;1;194500
18;0;1;195700
18;0;1;200900
18;0;1;202100
18;0;1;203300
18;0;1;204500
18;0;1;205700
18;0;1;210900
18;0;1;212100
18;0;1;213300
18;0;1;214500
18;0;1;215700
18;0;1;221500
18;0;2;80900
18;0;2;82700
18;0;2;84500
18;0;2;90300
18;0;2;92100
18;0;2;93900
18;0;2;95700
18;0;2;101500
18;0;2;103300
18;0;2;105100
18;0;2;110900
18;0;2;112700
18;0;2;114500
18;0;2;120300
18;0;2;122100
18;0;2;123900
18;0;2;125700
18;0;2;131500
18;0;2;133300
18;0;2;135100
18;0;2;140900
18;0;2;142700
18;0;2;144500
18;0;2;150300
18;0;2;152100
18;0;2;153900
18;0;2;155700
18;0;2;161500
18;0;2;163300
18;0;2;165100
18;0;2;170900
18;0;2;172700
18;0;2;174500
18;0;2;180300
18;0;2;182100
18;0;2;183900
18;0;2;185700
18;0;2;191500
18;0;2;193300
18;0;2;195100
18;0;2;200900
18;0;2;202700
18;0;2;204500
18;0;2;210300
18;0;2;212100
18;0;2;213900
18;0;2;215700
18;0;2;221500
18;19;0;74200
18;19;0;75600
18;19;0;81000
18;19;0;82200
18;19;0;83400
18;19;0;84600
18;19;0;85800
18;19;0;91000
18;19;0;92200
18;19;0;93400
18;19;0;94600
18;19;0;95800
18;19;0;101000
18;19;0;102200
18;19;0;103400
18;19;0;104600
18;19;0;105800
18;19;0;111000
18;19;0;112200
18;19;0;113400
18;19;0;114600
18;19;0;115800
18;19;0;121000
18;19;0;122200
18;19;0;123400
18;19;0;124600
18;19;0;125800
18;19;0;131000
18;19;0;132200
18;19;0;133400
18;19;0;134600
18;19;0;135800
18;19;0;141000
18;19;0;142200
18;19;0;143400
18;19;0;144600
18;19;0;145800
18;19;0;151000
18;19;0;152200
18;19;0;153400
18;19;0;154600
18;19;0;155800
18;19;0;161000
18;19;0;162200
18;19;0;163400
18;19;0;164600
18;19;0;165800
18;19;0;171000
18;19;0;172200
18;19;0;173400
18;19;0;174600
18;19;0;175800
18;19;0;181000
18;19;0;182200
18;19;0;183400
18;19;0;184600
18;19;0;185800
18;19;0;191000
18;19;0;192200
18;19;0;193400
18;19;0;194600
18;19;0;195800
18;19;0;201000
18;19;0;202200
18;19;0;203400
18;19;0;204600
18;19;0;205800
18;19;0;211000
18;19;0;212200
18;19;0;213400
18;19;0;214600
18;19;0;215800
18;19;0;221000
18;19;0;222200
18;19;0;223400
18;19;0;224600
18;19;0;225800
18;19;0;231200
18;19;1;94200
18;19;1;95400
18;19;1;100600
18;19;1;101800
18;19;1;103000
18;19;1;104200
18;19;1;105400
18;19;1;110600
18;19;1;111800
18;19;1;113000
18;19;1;114200
18;19;1;115400
18;19;1;120600
18;19;1;121800
18;19;1;123000
18;19;1;124200
18;19;1;125400
18;19;1;130600
18;19;1;131800
18;19;1;133000
18;19;1;134200
18;19;1;135400
18;19;1;140600
18;19;1;141800
18;19;1;143000
18;19;1;144200
18;19;1;145400
18;19;1;150600
18;19;1;151800
18;19;1;153000
18;19;1;154200
18;19;1;155400
18;19;1;160600
18;19;1;161800
18;19;1;163000
18;19;1;164200
18;19;1;165400
18;19;1;170600
18;19;1;171800
18;19;1;173000
18;19;1;174200
18;19;1;175400
18;19;1;180600
18;19;1;181800
18;19;1;183000
18;19;1;184200
18;19;1;185400
18;19;1;190600
18;19;1;191800
18;19;1;193000
18;19;1;194200
18;19;1;195400
18;19;1;200600
18;19;1;201800
18;19;1;203000
18;19;1;204200
18;19;1;205400
18;19;1;210600
18;19;1;211800
18;19;1;213000
18;19;1;214200
18;19;1;215400
18;19;1;220600
18;19;1;221800
18;19;1;223000
18;19;1;224200
18;19;1;225400
18;19;1;230600
18;19;2;94200
18;19;2;100000
18;19;2;101800
18;19;2;103600
18;19;2;105400
18;19;2;111200
18;19;2;113000
18;19;2;114800
18;19;2;120600
18;19;2;122400
18;19;2;124200
18;19;2;130000
18;19;2;131800
18;19;2;133600
18;19;2;135400
18;19;2;141200
18;19;2;143000
18;19;2;144800
18;19;2;150600
18;19;2;152400
18;19;2;154200
18;19;2;160000
18;19;2;161800
18;19;2;163600
18;19;2;165400
18;19;2;171200
18;19;2;173000
18;19;2;174800
18;19;2;180600
18;19;2;182400
18;19;2;184200
18;19;2;190000
18;19;2;191800
18;19;2;193600
18;19;2;195400
18;19;2;201200
18;19;2;203000
18;19;2;204800
18;19;2;210600
18;19;2;212400
18;19;2;214200
18;19;2;220000
18;19;2;221800
18;19;2;223600
18;19;2;225400
12;0;0;65000
12;0;0;70200
12;0;0;71400
12;0;0;72000
12;0;0;72600
12;0;0;73200
12;0;0;73800
12;0;0;74400
12;0;0;75000
12;0;0;75600
12;0;0;80200
12;0;0;80800
12;0;0;81400
12;0;0;82000
12;0;0;82600
12;0;0;83200
12;0;0;83800
12;0;0;84400
12;0;0;85000
12;0;0;85600
12;0;0;90200
12;0;0;90800
12;0;0;91400
12;0;0;92400
12;0;0;93600
12;0;0;94800
12;0;0;100000
12;0;0;101200
12;0;0;102400
12;0;0;103600
12;0;0;104800
12;0;0;110000
12;0;0;111200
12;0;0;112400
12;0;0;113600
12;0;0;114800
12;0;0;120000
12;0;0;121200
12;0;0;122400
12;0;0;123600
12;0;0;124800
12;0;0;130000
12;0;0;131200
12;0;0;132400
12;0;0;133600
12;0;0;134800
12;0;0;140000
12;0;0;141200
12;0;0;142400
12;0;0;143600
12;0;0;144800
12;0;0;150000
12;0;0;151200
12;0;0;152400
12;0;0;153600
12;0;0;154800
12;0;0;160000
12;0;0;161200
12;0;0;162400
12;0;0;163600
12;0;0;164800
12;0;0;170000
12;0;0;171400
12;0;0;172000
12;0;0;172600
12;0;0;173200
12;0;0;173800
12;0;0;174400
12;0;0;175000
12;0;0;175600
12;0;0;180200
12;0;0;180800
12;0;0;181400
12;0;0;182000
12;0;0;182600
12;0;0;183200
12;0;0;183800
12;0;0;184400
12;0;0;185000
12;0;0;185600
12;0;0;190200
12;0;0;191200
12;0;0;192400
12;0;0;193600
12;0;0;194800
12;0;0;200000
12;0;0;201200
12;0;0;202400
12;0;0;203600
12;0;0;204800
12;0;0;210000
12;0;0;211200
12;0;0;212400
12;0;0;213600
12;0;0;214800
12;0;0;220000
12;0;0;221700
12;0;0;223500
12;0;1;82000
12;0;1;83200
12;0;1;84400
12;0;1;85600
12;0;1;90800
12;0;1;92000
12;0;1;93200
12;0;1;94400
12;0;1;95600
12;0;1;100800
12;0;1;102000
12;0;1;103200
12;0;1;104400
12;0;1;105600
12;0;1;110800
12;0;1;112000
12;0;1;113200
12;0;1;114400
12;0;1;115600
12;0;1;120800
12;0;1;122000
12;0;1;123200
12;0;1;124400
12;0;1;125600
12;0;1;130800
12;0;1;132000
12;0;1;133200
12;0;1;134400
12;0;1;135600
12;0;1;140800
12;0;1;142000
12;0;1;143200
12;0;1;144400
12;0;1;145600
12;0;1;150800
12;0;1;152000
12;0;1;153200
12;0;1;154400
12;0;1;155600
12;0;1;160800
12;0;1;162000
12;0;1;163200
12;0;1;164400
12;0;1;165600
12;0;1;170800
12;0;1;172000
12;0;1;173200
12;0;1;174400
12;0;1;175600
12;0;1;180800
12;0;1;182000
12;0;1;183200
12;0;1;184400
12;0;1;185600
12;0;1;190800
12;0;1;192000
12;0;1;193200
12;0;1;194400
12;0;1;195600
12;0;1;200800
12;0;1;202000
12;0;1;203200
12;0;1;204400
12;0;1;205600
12;0;1;210800
12;0;1;212000
12;0;1;213200
12;0;1;214400
12;0;1;215600
12;0;1;220800
12;0;1;222600
12;0;2;82000
12;0;2;83800
12;0;2;85600
12;0;2;91400
12;0;2;93200
12;0;2;95000
12;0;2;100800
12;0;2;102600
12;0;2;104400
12;0;2;110200
12;0;2;112000
12;0;2;113800
12;0;2;115600
12;0;2;121400
12;0;2;123200
12;0;2;125000
12;0;2;130800
12;0;2;132600
12;0;2;134400
12;0;2;140200
12;0;2;142000
12;0;2;143800
12;0;2;145600
12;0;2;151400
12;0;2;153200
12;0;2;155000
12;0;2;160800
12;0;2;162600
12;0;2;164400
12;0;2;170200
12;0;2;172000
12;0;2;173800
12;0;2;175600
12;0;2;181400
12;0;2;183200
12;0;2;185000
12;0;2;190800
12;0;2;192600
12;0;2;194400
12;0;2;200200
12;0;2;202000
12;0;2;203800
12;0;2;205600
12;0;2;211400
12;0;2;213200
12;0;2;215000
12;0;2;220800
12;0;2;222600
12;19;0;73100
12;19;0;74500
12;19;0;75900
12;17;0;80500
12;19;0;81100
12;17;0;81700
12;19;0;82300
12;17;0;82900
12;19;0;83500
12;17;0;84100
12;19;0;84700
12;17;0;85300
12;19;0;85900
12;17;0;90500
12;19;0;91100
12;17;0;91700
12;19;0;92300
12;17;0;92900
12;19;0;93500
12;19;0;94700
12;19;0;95900
12;19;0;101100
12;19;0;102300
12;19;0;103500
12;19;0;104700
12;19;0;105900
12;19;0;111100
12;19;0;112300
12;19;0;113500
12;19;0;114700
12;19;0;115900
12;19;0;121100
12;19;0;122300
12;19;0;123500
12;19;0;124700
